target_angle,correct_keys,coherence,target_pos,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,RT,Response,Correct,Coherence,TargetAngle,Participant,Unnamed: 16
240,"['z', 'num_1', '1']",0.1,"(-125.00000000000003, -216.50635094610965)",0,0,0,13,,,2.32415709993802,z,1,0.1,240,lx,
0,"['d', 'num_6', '6']",0.15,"(250, 0)",0,1,1,2,,,0.8442440999206156,d,1,0.15,0,lx,
180,"['a', 'num_4', '4']",0.15,"(-250, 0)",0,2,2,11,,,1.1594968000426888,a,1,0.15,180,lx,
60,"['e', 'num_9', '9']",0.1,"(125.00000000000003, 216.50635094610965)",0,3,3,4,,,1.0940988999791443,e,1,0.1,60,lx,
60,"['e', 'num_9', '9']",0.05,"(125.00000000000003, 216.50635094610965)",0,4,4,3,,,1.832993899937719,e,1,0.05,60,lx,
0,"['d', 'num_6', '6']",0.1,"(250, 0)",0,5,5,1,,,1.2504447000101209,d,1,0.1,0,lx,
300,"['x', 'c', 'num_3', '3']",0.1,"(125.00000000000003, -216.50635094610965)",0,6,6,16,,,1.354892099974677,c,1,0.1,300,lx,
240,"['z', 'num_1', '1']",0.15,"(-125.00000000000003, -216.50635094610965)",0,7,7,14,,,2.1904144999571145,z,1,0.15,240,lx,
120,"['q', 'w', 'num_7', '7']",0.15,"(-125.00000000000003, 216.50635094610965)",0,8,8,8,,,1.425594599917531,q,1,0.15,120,lx,
300,"['x', 'c', 'num_3', '3']",0.15,"(125.00000000000003, -216.50635094610965)",0,9,9,17,,,1.015457300003618,c,1,0.15,300,lx,
60,"['e', 'num_9', '9']",0.15,"(125.00000000000003, 216.50635094610965)",0,10,10,5,,,1.3420985001139345,e,1,0.15,60,lx,
120,"['q', 'w', 'num_7', '7']",0.05,"(-125.00000000000003, 216.50635094610965)",0,11,11,6,,,1.8456761999987064,a,0,0.05,120,lx,
180,"['a', 'num_4', '4']",0.1,"(-250, 0)",0,12,12,10,,,1.8089592000469563,a,1,0.1,180,lx,
300,"['x', 'c', 'num_3', '3']",0.05,"(125.00000000000003, -216.50635094610965)",0,13,13,15,,,2.710959500167519,a,0,0.05,300,lx,
120,"['q', 'w', 'num_7', '7']",0.1,"(-125.00000000000003, 216.50635094610965)",0,14,14,7,,,1.674861199920997,e,0,0.1,120,lx,
0,"['d', 'num_6', '6']",0.05,"(250, 0)",0,15,15,0,,,2.069807599997148,d,1,0.05,0,lx,
180,"['a', 'num_4', '4']",0.05,"(-250, 0)",0,16,16,9,,,1.2038645998109132,a,1,0.05,180,lx,
240,"['z', 'num_1', '1']",0.05,"(-125.00000000000003, -216.50635094610965)",0,17,17,12,,,1.8318513999693096,a,0,0.05,240,lx,
240,"['z', 'num_1', '1']",0.1,"(-125.00000000000003, -216.50635094610965)",1,0,18,13,,,1.1361881999764591,z,1,0.1,240,lx,
300,"['x', 'c', 'num_3', '3']",0.05,"(125.00000000000003, -216.50635094610965)",1,1,19,15,,,1.2812646999955175,z,0,0.05,300,lx,
180,"['a', 'num_4', '4']",0.15,"(-250, 0)",1,2,20,11,,,1.3962864000350237,a,1,0.15,180,lx,
240,"['z', 'num_1', '1']",0.15,"(-125.00000000000003, -216.50635094610965)",1,3,21,14,,,0.9788013999350368,z,1,0.15,240,lx,
120,"['q', 'w', 'num_7', '7']",0.05,"(-125.00000000000003, 216.50635094610965)",1,4,22,6,,,2.087921799859032,c,0,0.05,120,lx,
60,"['e', 'num_9', '9']",0.15,"(125.00000000000003, 216.50635094610965)",1,5,23,5,,,0.8882075001019984,e,1,0.15,60,lx,
120,"['q', 'w', 'num_7', '7']",0.15,"(-125.00000000000003, 216.50635094610965)",1,6,24,8,,,1.354319900041446,q,1,0.15,120,lx,
180,"['a', 'num_4', '4']",0.1,"(-250, 0)",1,7,25,10,,,1.069577099988237,a,1,0.1,180,lx,
300,"['x', 'c', 'num_3', '3']",0.15,"(125.00000000000003, -216.50635094610965)",1,8,26,17,,,0.7778103000018746,c,1,0.15,300,lx,
0,"['d', 'num_6', '6']",0.05,"(250, 0)",1,9,27,0,,,1.0381344999186697,d,1,0.05,0,lx,
300,"['x', 'c', 'num_3', '3']",0.1,"(125.00000000000003, -216.50635094610965)",1,10,28,16,,,0.9969322998076676,c,1,0.1,300,lx,
60,"['e', 'num_9', '9']",0.05,"(125.00000000000003, 216.50635094610965)",1,11,29,3,,,0.8704374998342246,e,1,0.05,60,lx,
240,"['z', 'num_1', '1']",0.05,"(-125.00000000000003, -216.50635094610965)",1,12,30,12,,,0.80978519981727,z,1,0.05,240,lx,
120,"['q', 'w', 'num_7', '7']",0.1,"(-125.00000000000003, 216.50635094610965)",1,13,31,7,,,1.076268800068647,q,1,0.1,120,lx,
0,"['d', 'num_6', '6']",0.1,"(250, 0)",1,14,32,1,,,0.8814928999636322,d,1,0.1,0,lx,
180,"['a', 'num_4', '4']",0.05,"(-250, 0)",1,15,33,9,,,1.0218933001160622,a,1,0.05,180,lx,
0,"['d', 'num_6', '6']",0.15,"(250, 0)",1,16,34,2,,,0.8514799999538809,d,1,0.15,0,lx,
60,"['e', 'num_9', '9']",0.1,"(125.00000000000003, 216.50635094610965)",1,17,35,4,,,0.8279849998652935,e,1,0.1,60,lx,
300,"['x', 'c', 'num_3', '3']",0.15,"(125.00000000000003, -216.50635094610965)",2,0,36,17,,,0.8504864000715315,c,1,0.15,300,lx,
180,"['a', 'num_4', '4']",0.05,"(-250, 0)",2,1,37,9,,,0.7958182001020759,a,1,0.05,180,lx,
120,"['q', 'w', 'num_7', '7']",0.05,"(-125.00000000000003, 216.50635094610965)",2,2,38,6,,,1.651168200187385,a,0,0.05,120,lx,
60,"['e', 'num_9', '9']",0.15,"(125.00000000000003, 216.50635094610965)",2,3,39,5,,,1.2206356001552194,e,1,0.15,60,lx,
180,"['a', 'num_4', '4']",0.1,"(-250, 0)",2,4,40,10,,,1.335062599973753,a,1,0.1,180,lx,
0,"['d', 'num_6', '6']",0.1,"(250, 0)",2,5,41,1,,,0.9427569999825208,d,1,0.1,0,lx,
240,"['z', 'num_1', '1']",0.15,"(-125.00000000000003, -216.50635094610965)",2,6,42,14,,,1.5867202000226823,z,1,0.15,240,lx,
120,"['q', 'w', 'num_7', '7']",0.1,"(-125.00000000000003, 216.50635094610965)",2,7,43,7,,,3.283005899982527,q,1,0.1,120,lx,
300,"['x', 'c', 'num_3', '3']",0.1,"(125.00000000000003, -216.50635094610965)",2,8,44,16,,,1.6873478998895737,c,1,0.1,300,lx,
180,"['a', 'num_4', '4']",0.15,"(-250, 0)",2,9,45,11,,,1.7360470001585782,a,1,0.15,180,lx,
0,"['d', 'num_6', '6']",0.15,"(250, 0)",2,10,46,2,,,1.5966662000864744,d,1,0.15,0,lx,
240,"['z', 'num_1', '1']",0.05,"(-125.00000000000003, -216.50635094610965)",2,11,47,12,,,5.456500600092113,z,1,0.05,240,lx,
240,"['z', 'num_1', '1']",0.1,"(-125.00000000000003, -216.50635094610965)",2,12,48,13,,,2.468352399999276,a,0,0.1,240,lx,
0,"['d', 'num_6', '6']",0.05,"(250, 0)",2,13,49,0,,,1.6943473999854175,d,1,0.05,0,lx,
60,"['e', 'num_9', '9']",0.1,"(125.00000000000003, 216.50635094610965)",2,14,50,4,,,2.0318363001570106,e,1,0.1,60,lx,
120,"['q', 'w', 'num_7', '7']",0.15,"(-125.00000000000003, 216.50635094610965)",2,15,51,8,,,1.529983699787408,q,1,0.15,120,lx,
60,"['e', 'num_9', '9']",0.05,"(125.00000000000003, 216.50635094610965)",2,16,52,3,,,2.06299989996478,e,1,0.05,60,lx,
300,"['x', 'c', 'num_3', '3']",0.05,"(125.00000000000003, -216.50635094610965)",2,17,53,15,,,2.596617699833587,d,0,0.05,300,lx,
